Geography,Industry,Year,Industry GDP (current C$),Industry GDP (2012 chained C$)
Prince Edward Island,Manufacturing,2010,415.4,371.5
Prince Edward Island,Manufacturing,2011,387.8,376.5
Prince Edward Island,Manufacturing,2012,393.3,393.3
Prince Edward Island,Manufacturing,2013,427.1,423.1
Prince Edward Island,Manufacturing,2014,468.5,468.1
Prince Edward Island,Manufacturing,2015,565.7,517.5
Prince Edward Island,Manufacturing,2016,645.2,538.9
Prince Edward Island,Manufacturing,2017,690.9,587.0
Prince Edward Island,Manufacturing,2018,0.0,618.8
Prince Edward Island,Manufacturing,2019,0.0,653.9
Prince Edward Island,Wholesale trade,2010,86.8,87.7
Prince Edward Island,Wholesale trade,2011,97.2,97.4
Prince Edward Island,Wholesale trade,2012,103.0,103.0
Prince Edward Island,Wholesale trade,2013,117.1,118.7
Prince Edward Island,Wholesale trade,2014,121.5,119.7
Prince Edward Island,Wholesale trade,2015,113.2,110.3
Prince Edward Island,Wholesale trade,2016,117.9,109.7
Prince Edward Island,Wholesale trade,2017,122.8,107.8
Prince Edward Island,Wholesale trade,2018,0.0,114.7
Prince Edward Island,Wholesale trade,2019,0.0,123.6
Prince Edward Island,Retail trade,2010,352.7,359.9
Prince Edward Island,Retail trade,2011,353.0,356.7
Prince Edward Island,Retail trade,2012,365.1,365.1
Prince Edward Island,Retail trade,2013,376.0,371.7
Prince Edward Island,Retail trade,2014,379.5,373.4
Prince Edward Island,Retail trade,2015,385.2,367.9
Prince Edward Island,Retail trade,2016,402.9,382.7
Prince Edward Island,Retail trade,2017,404.4,381.4
Prince Edward Island,Retail trade,2018,0.0,388.8
Prince Edward Island,Retail trade,2019,0.0,397.4
Prince Edward Island,Transportation and warehousing,2010,137.1,144.3
Prince Edward Island,Transportation and warehousing,2011,149.4,151.7
Prince Edward Island,Transportation and warehousing,2012,153.7,153.7
Prince Edward Island,Transportation and warehousing,2013,160.8,155.3
Prince Edward Island,Transportation and warehousing,2014,171.8,164.6
Prince Edward Island,Transportation and warehousing,2015,188.5,172.4
Prince Edward Island,Transportation and warehousing,2016,207.2,179.9
Prince Edward Island,Transportation and warehousing,2017,221.9,191.0
Prince Edward Island,Transportation and warehousing,2018,0.0,195.9
Prince Edward Island,Transportation and warehousing,2019,0.0,209.6
Prince Edward Island,Information and cultural industries,2010,140.5,154.4
Prince Edward Island,Information and cultural industries,2011,144.2,154.7
Prince Edward Island,Information and cultural industries,2012,155.2,155.2
Prince Edward Island,Information and cultural industries,2013,165.5,155.5
Prince Edward Island,Information and cultural industries,2014,172.3,158.8
Prince Edward Island,Information and cultural industries,2015,180.0,166.2
Prince Edward Island,Information and cultural industries,2016,173.8,168.6
Prince Edward Island,Information and cultural industries,2017,173.0,168.8
Prince Edward Island,Information and cultural industries,2018,0.0,171.8
Prince Edward Island,Information and cultural industries,2019,0.0,178.8
Prince Edward Island,Finance and insurance,2010,256.8,260.8
Prince Edward Island,Finance and insurance,2011,275.5,262.8
Prince Edward Island,Finance and insurance,2012,266.3,266.3
Prince Edward Island,Finance and insurance,2013,278.7,273.3
Prince Edward Island,Finance and insurance,2014,294.3,275.0
Prince Edward Island,Finance and insurance,2015,302.5,280.5
Prince Edward Island,Finance and insurance,2016,303.9,287.0
Prince Edward Island,Finance and insurance,2017,323.7,305.2
Prince Edward Island,Finance and insurance,2018,0.0,312.3
Prince Edward Island,Finance and insurance,2019,0.0,325.9
Prince Edward Island,Real estate and rental and leasing,2010,626.5,627.9
Prince Edward Island,Real estate and rental and leasing,2011,645.0,646.8
Prince Edward Island,Real estate and rental and leasing,2012,669.3,669.3
Prince Edward Island,Real estate and rental and leasing,2013,682.9,679.6
Prince Edward Island,Real estate and rental and leasing,2014,697.6,694.8
Prince Edward Island,Real estate and rental and leasing,2015,719.2,708.8
Prince Edward Island,Real estate and rental and leasing,2016,745.2,724.6
Prince Edward Island,Real estate and rental and leasing,2017,774.1,746.8
Prince Edward Island,Real estate and rental and leasing,2018,0.0,767.2
Prince Edward Island,Real estate and rental and leasing,2019,0.0,797.3
Prince Edward Island,Professional scientific and technical services,2010,137.3,135.4
Prince Edward Island,Professional scientific and technical services,2011,139.7,136.9
Prince Edward Island,Professional scientific and technical services,2012,138.1,138.1
Prince Edward Island,Professional scientific and technical services,2013,141.7,140.6
Prince Edward Island,Professional scientific and technical services,2014,141.7,143.6
Prince Edward Island,Professional scientific and technical services,2015,164.6,152.3
Prince Edward Island,Professional scientific and technical services,2016,178.3,161.1
Prince Edward Island,Professional scientific and technical services,2017,198.1,169.9
Prince Edward Island,Professional scientific and technical services,2018,0.0,178.1
Prince Edward Island,Professional scientific and technical services,2019,0.0,182.6
Prince Edward Island,Management of companies and enterprises,2010,36.3,38.1
Prince Edward Island,Management of companies and enterprises,2011,33.7,35.3
Prince Edward Island,Management of companies and enterprises,2012,35.2,35.2
Prince Edward Island,Management of companies and enterprises,2013,37.1,33.8
Prince Edward Island,Management of companies and enterprises,2014,36.1,31.2
Prince Edward Island,Management of companies and enterprises,2015,33.1,30.6
Prince Edward Island,Management of companies and enterprises,2016,27.3,24.8
Prince Edward Island,Management of companies and enterprises,2017,21.0,21.3
Prince Edward Island,Management of companies and enterprises,2018,0.0,18.2
Prince Edward Island,Management of companies and enterprises,2019,0.0,15.1
Prince Edward Island,Administrative and support waste management and remediation services,2010,147.0,156.9
Prince Edward Island,Administrative and support waste management and remediation services,2011,152.6,155.5
Prince Edward Island,Administrative and support waste management and remediation services,2012,163.1,163.1
Prince Edward Island,Administrative and support waste management and remediation services,2013,150.4,166.6
Prince Edward Island,Administrative and support waste management and remediation services,2014,152.3,166.8
Prince Edward Island,Administrative and support waste management and remediation services,2015,144.4,149.0
Prince Edward Island,Administrative and support waste management and remediation services,2016,118.5,126.7
Prince Edward Island,Administrative and support waste management and remediation services,2017,120.8,121.5
Prince Edward Island,Administrative and support waste management and remediation services,2018,0.0,124.3
Prince Edward Island,Administrative and support waste management and remediation services,2019,0.0,130.7
Prince Edward Island,Educational services,2010,364.7,374.6
Prince Edward Island,Educational services,2011,380.7,388.4
Prince Edward Island,Educational services,2012,389.5,389.5
Prince Edward Island,Educational services,2013,393.6,389.9
Prince Edward Island,Educational services,2014,397.1,387.7
Prince Edward Island,Educational services,2015,401.8,390.5
Prince Edward Island,Educational services,2016,409.8,392.6
Prince Edward Island,Educational services,2017,420.0,402.5
Prince Edward Island,Educational services,2018,0.0,418.7
Prince Edward Island,Educational services,2019,0.0,435.2
Prince Edward Island,Health care and social assistance,2010,459.8,522.7
Prince Edward Island,Health care and social assistance,2011,492.5,532.3
Prince Edward Island,Health care and social assistance,2012,524.4,524.4
Prince Edward Island,Health care and social assistance,2013,540.7,520.7
Prince Edward Island,Health care and social assistance,2014,567.1,526.3
Prince Edward Island,Health care and social assistance,2015,594.4,530.2
Prince Edward Island,Health care and social assistance,2016,613.7,539.3
Prince Edward Island,Health care and social assistance,2017,636.8,548.3
Prince Edward Island,Health care and social assistance,2018,0.0,563.8
Prince Edward Island,Health care and social assistance,2019,0.0,584.8
Prince Edward Island,Arts entertainment and recreation,2010,52.2,58.0
Prince Edward Island,Arts entertainment and recreation,2011,55.4,57.3
Prince Edward Island,Arts entertainment and recreation,2012,55.0,55.0
Prince Edward Island,Arts entertainment and recreation,2013,56.5,61.0
Prince Edward Island,Arts entertainment and recreation,2014,56.1,62.1
Prince Edward Island,Arts entertainment and recreation,2015,51.7,56.3
Prince Edward Island,Arts entertainment and recreation,2016,50.8,54.4
Prince Edward Island,Arts entertainment and recreation,2017,51.7,54.4
Prince Edward Island,Arts entertainment and recreation,2018,0.0,57.1
Prince Edward Island,Arts entertainment and recreation,2019,0.0,60.7
Prince Edward Island,Accommodation and food services,2010,137.9,141.9
Prince Edward Island,Accommodation and food services,2011,140.4,143.3
Prince Edward Island,Accommodation and food services,2012,145.3,145.3
Prince Edward Island,Accommodation and food services,2013,155.0,154.4
Prince Edward Island,Accommodation and food services,2014,160.8,159.3
Prince Edward Island,Accommodation and food services,2015,164.8,167.5
Prince Edward Island,Accommodation and food services,2016,178.2,174.7
Prince Edward Island,Accommodation and food services,2017,188.4,177.3
Prince Edward Island,Accommodation and food services,2018,0.0,184.3
Prince Edward Island,Accommodation and food services,2019,0.0,188.4
Prince Edward Island,Other services (except public administration),2010,113.8,116.3
Prince Edward Island,Other services (except public administration),2011,116.3,117.0
Prince Edward Island,Other services (except public administration),2012,120.9,120.9
Prince Edward Island,Other services (except public administration),2013,117.3,115.9
Prince Edward Island,Other services (except public administration),2014,123.0,117.5
Prince Edward Island,Other services (except public administration),2015,120.5,118.5
Prince Edward Island,Other services (except public administration),2016,120.9,118.4
Prince Edward Island,Other services (except public administration),2017,130.3,124.7
Prince Edward Island,Other services (except public administration),2018,0.0,124.0
Prince Edward Island,Other services (except public administration),2019,0.0,127.9
Prince Edward Island,Public administration,2010,668.6,690.8
Prince Edward Island,Public administration,2011,699.3,700.8
Prince Edward Island,Public administration,2012,695.3,695.3
Prince Edward Island,Public administration,2013,700.7,691.4
Prince Edward Island,Public administration,2014,689.0,673.8
Prince Edward Island,Public administration,2015,687.0,675.9
Prince Edward Island,Public administration,2016,692.2,681.3
Prince Edward Island,Public administration,2017,742.7,692.7
Prince Edward Island,Public administration,2018,0.0,705.8
Prince Edward Island,Public administration,2019,0.0,721.7
Nova Scotia,All industries,2010,33591.0,34697.1
Nova Scotia,All industries,2011,34263.0,34805.2
Nova Scotia,All industries,2012,34477.9,34477.9
Nova Scotia,All industries,2013,35123.6,34383.8
Nova Scotia,All industries,2014,36258.3,34747.2
Nova Scotia,All industries,2015,37028.1,35013.4
Nova Scotia,All industries,2016,37795.5,35489.1
Nova Scotia,All industries,2017,39329.1,36213.8
Nova Scotia,All industries,2018,0.0,36899.5
Nova Scotia,All industries,2019,0.0,37808.1
Nova Scotia,Goods-producing industries,2010,7155.0,7678.6
Nova Scotia,Goods-producing industries,2011,7047.9,7212.7
Nova Scotia,Goods-producing industries,2012,6855.0,6855.0
Nova Scotia,Goods-producing industries,2013,6717.5,6682.9
Nova Scotia,Goods-producing industries,2014,7022.5,6711.6
Nova Scotia,Goods-producing industries,2015,6976.7,6700.5
Nova Scotia,Goods-producing industries,2016,7232.8,6805.8
Nova Scotia,Goods-producing industries,2017,7716.1,7103.9
Nova Scotia,Goods-producing industries,2018,0.0,7197.8
Nova Scotia,Goods-producing industries,2019,0.0,7423.2
Nova Scotia,Service-producing industries,2010,26436.0,27008.4
Nova Scotia,Service-producing industries,2011,27215.1,27587.4
Nova Scotia,Service-producing industries,2012,27622.9,27622.8
Nova Scotia,Service-producing industries,2013,28406.2,27700.4
Nova Scotia,Service-producing industries,2014,29235.7,28035.4
Nova Scotia,Service-producing industries,2015,30051.4,28312.4
Nova Scotia,Service-producing industries,2016,30562.6,28683.1
Nova Scotia,Service-producing industries,2017,31613.0,29109.8
Nova Scotia,Service-producing industries,2018,0.0,29701.6
Nova Scotia,Service-producing industries,2019,0.0,30384.4
Nova Scotia,Industrial production,2010,4359.5,4351.0
Nova Scotia,Industrial production,2011,4158.1,4229.3
Nova Scotia,Industrial production,2012,3850.6,3850.6
Nova Scotia,Industrial production,2013,3746.0,3724.8
Nova Scotia,Industrial production,2014,4072.4,3815.2
Nova Scotia,Industrial production,2015,3897.0,3797.1
Nova Scotia,Industrial production,2016,3894.1,3814.3
Nova Scotia,Industrial production,2017,4013.9,3905.5
Nova Scotia,Industrial production,2018,0.0,4226.8
Nova Scotia,Industrial production,2019,0.0,4311.6
Nova Scotia,Non-durable manufacturing industries,2010,1768.4,1575.5
Nova Scotia,Non-durable manufacturing industries,2011,1672.5,1637.3
Nova Scotia,Non-durable manufacturing industries,2012,1517.1,1517.1
Nova Scotia,Non-durable manufacturing industries,2013,1512.6,1492.4
Nova Scotia,Non-durable manufacturing industries,2014,1511.0,1364.4
Nova Scotia,Non-durable manufacturing industries,2015,1554.8,1357.3
Nova Scotia,Non-durable manufacturing industries,2016,1523.5,1339.2
Nova Scotia,Non-durable manufacturing industries,2017,1599.0,1360.5
Nova Scotia,Non-durable manufacturing industries,2018,0.0,1452.4
Nova Scotia,Non-durable manufacturing industries,2019,0.0,1473.5
Nova Scotia,Durable manufacturing industries,2010,1109.1,1063.6
Nova Scotia,Durable manufacturing industries,2011,1042.3,1055.6
Nova Scotia,Durable manufacturing industries,2012,1071.2,1071.2
Nova Scotia,Durable manufacturing industries,2013,1018.6,1010.7
Nova Scotia,Durable manufacturing industries,2014,1066.1,1031.2
