"Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)" c 1 2 3 4 5 6 7
"Annual"
"Table: 36-10-0402-01 (formerly CANSIM 379-0030)"
"Geography: Province or territory"

"Geography","North American Industry Classification System (NAICS) 7 8","Reference period","Current dollars","Chained (2012) dollars 9"
,,"2012","15,126.9","15,126.9"
,,"2013","15,711.3","15,213.4"
,,"2014","16,372.3","15,450.4"
,,"2015","16,989.7","15,592.9"
,,"2016","17,848.2","16,018.9"
,,"2017","18,790.9","16,493.8"
,,"2018","..","16,974.3"
,,"2019","..","17,686.6"
,"Arts, entertainment and recreation  [71]","2010","1,975.5","2,054.4"
,,"2011","1,913.3","2,028.6"
,,"2012","1,960.8","1,960.8"
,,"2013","1,915.7","1,992.8"
,,"2014","2,014.1","2,115.4"
,,"2015","2,143.9","2,086.2"
,,"2016","2,214.9","2,200.6"
,,"2017","2,492.3","2,447.6"
,,"2018","..","2,503.0"
,,"2019","..","2,610.6"
,"Accommodation and food services  [72]","2010","5,502.0","5,837.0"
,,"2011","5,568.6","5,749.4"
,,"2012","5,763.4","5,763.4"
,,"2013","6,019.4","5,906.3"
,,"2014","6,353.9","6,326.8"
,,"2015","6,790.8","6,567.4"
,,"2016","7,898.4","6,860.0"
,,"2017","8,355.5","7,011.8"
,,"2018","..","7,289.1"
,,"2019","..","7,379.6"
,"Other services (except public administration)  [81]","2010","4,465.7","4,647.4"
,,"2011","4,703.8","4,785.4"
,,"2012","4,819.1","4,819.1"
,,"2013","5,019.8","4,948.3"
,,"2014","5,288.9","5,108.7"
,,"2015","5,400.9","5,122.3"
,,"2016","5,593.0","5,165.7"
,,"2017","5,924.3","5,314.5"
,,"2018","..","5,358.3"
,,"2019","..","5,424.5"
,"Public administration  [91]","2010","12,093.5","12,779.1"
,,"2011","12,481.7","13,015.2"
,,"2012","12,736.1","12,736.1"
,,"2013","13,318.3","12,666.4"
,,"2014","13,461.3","12,472.5"
,,"2015","13,710.9","12,606.6"
,,"2016","13,958.1","12,753.9"
,,"2017","14,740.8","12,911.0"
,,"2018","..","13,310.5"
,,"2019","..","13,724.3"
"Yukon","All industries  [T001] 10","2010","2,227.0","2,253.5"
,,"2011","2,398.8","2,363.6"
,,"2012","2,457.6","2,457.6"
,,"2013","2,556.2","2,494.6"
,,"2014","2,650.3","2,510.9"
,,"2015","2,541.7","2,320.2"
,,"2016","2,691.4","2,487.6"
,,"2017","2,781.0","2,536.9"
,,"2018","..","2,632.3"
,,"2019","..","2,650.7"
,"Goods-producing industries  [T002] 11","2010","581.4","499.8"
,,"2011","628.4","533.9"
,,"2012","588.5","588.5"
,,"2013","604.4","586.6"
,,"2014","643.8","584.8"
,,"2015","509.5","419.5"
,,"2016","588.3","521.3"
,,"2017","586.7","531.5"
,,"2018","..","545.7"
,,"2019","..","526.2"
,"Service-producing industries  [T003] 12","2010","1,645.5","1,761.8"
,,"2011","1,770.4","1,836.2"
,,"2012","1,869.1","1,869.1"
,,"2013","1,951.7","1,910.1"
,,"2014","2,006.5","1,928.9"
,,"2015","2,032.2","1,916.6"
,,"2016","2,103.1","1,975.5"
,,"2017","2,194.3","2,014.8"
,,"2018","..","2,096.5"
,,"2019","..","2,134.8"
,"Industrial production  [T010] 13","2010","327.2","230.1"
,,"2011","349.6","234.3"
,,"2012","346.1","346.1"
,,"2013","377.2","347.6"
,,"2014","396.7","332.4"
,,"2015","301.6","231.8"
,,"2016","371.6","321.0"
,,"2017","309.4","284.2"
,,"2018","..","228.4"
,,"2019","..","201.0"
,"Non-durable manufacturing industries  [T011] 14","2010","7.6","7.4"
,,"2011","7.3","7.0"
,,"2012","8.3","8.3"
,,"2013","8.4","8.2"
,,"2014","8.3","8.2"
,,"2015","10.8","9.1"
,,"2016","13.1","10.5"
,,"2017","11.9","10.3"
,,"2018","..","11.0"
,,"2019","..","11.2"
,"Durable manufacturing industries  [T012] 15","2010","8.2","8.3"
,,"2011","10.9","11.4"
,,"2012","14.5","14.5"
,,"2013","9.0","9.2"
,,"2014","7.3","8.0"
,,"2015","7.1","7.7"
,,"2016","7.7","8.1"
,,"2017","8.0","8.4"
,,"2018","..","6.9"
,,"2019","..","8.0"
,"Information and communication technology sector  [T013] 16","2010","57.8","63.7"
,,"2011","67.8","67.5"
,,"2012","66.7","66.7"
,,"2013","72.8","67.8"
,,"2014","75.1","69.5"
,,"2015","63.5","68.4"
,,"2016","66.4","76.1"
,,"2017","94.7","95.4"
,,"2018","..","101.1"
,,"2019","..","105.6"
,"Energy sector  [T016] 17","2010","45.8","51.6"
,,"2011","49.2","51.0"
,,"2012","52.5","52.5"
,,"2013","37.2","45.0"
,,"2014","40.3","43.1"
,,"2015","39.7","45.8"
,,"2016","40.2","49.0"
,,"2017","41.8","54.7"
,,"2018","..","54.4"
,,"2019","..","52.8"
,"Public sector  [T018] 18","2010","803.5","878.0"
,,"2011","842.9","895.1"
,,"2012","887.7","887.7"
,,"2013","946.7","908.8"
,,"2014","977.0","919.9"
,,"2015","997.4","924.6"
,,"2016","1,029.1","945.5"
,,"2017","1,060.2","955.0"
,,"2018","..","974.3"
,,"2019","..","994.0"
,"Cannabis sector  [T021] 19","2010","1.0","1.0"
,,"2011","1.0","1.0"
,,"2012","1.1","1.1"
,,"2013","1.1","1.1"
,,"2014","1.1","1.2"
,,"2015","1.1","1.2"
,,"2016","1.1","1.2"
,,"2017","1.0","1.2"
,,"2018","..","1.7"
,,"2019","..","3.0"
,"Agriculture, forestry, fishing and hunting  [11]","2010","5.5","5.3"
,,"2011","4.2","5.2"
,,"2012","5.1","5.1"
,,"2013","4.0","4.7"
,,"2014","4.4","4.2"
,,"2015","4.7","4.8"
,,"2016","5.8","5.2"
,,"2017","5.9","4.7"
,,"2018","..","4.8"
,,"2019","..","4.8"
,"Mining, quarrying, and oil and gas extraction  [21]","2010","273.3","173.3"
,,"2011","286.0","173.8"
,,"2012","272.2","272.2"
,,"2013","313.1","278.5"
,,"2014","329.3","265.4"
,,"2015","231.5","167.3"
,,"2016","299.2","248.6"
,,"2017","236.3","209.7"
,,"2018","..","157.1"
,,"2019","..","130.4"
,"Utilities  [22]","2010","33.0","39.6"
,,"2011","38.3","41.2"
,,"2012","43.4","43.4"
,,"2013","38.9","41.5"
,,"2014","42.8","40.9"
,,"2015","43.1","44.0"
,,"2016","43.7","46.9"
,,"2017","45.3","51.6"
,,"2018","..","51.2"
,,"2019","..","50.0"
,"Construction  [23]","2010","253.9","315.2"
,,"2011","281.6","359.8"
,,"2012","245.0","245.0"
,,"2013","231.0","240.1"
,,"2014","251.7","261.8"
,,"2015","212.3","196.2"
,,"2016","218.9","204.5"
,,"2017","279.2","252.9"
,,"2018","..","320.4"
,,"2019","..","327.0"
,"Manufacturing  [31-33]","2010","15.8","15.7"
,,"2011","18.2","18.4"
,,"2012","22.8","22.8"
,,"2013","17.4","17.3"
,,"2014","15.6","16.0"
,,"2015","17.9","16.7"
,,"2016","20.8","18.6"
,,"2017","20.0","18.7"
,,"2018","..","18.1"
,,"2019","..","19.3"
,"Wholesale trade  [41]","2010","32.4","39.0"
,,"2011","38.0","49.0"
,,"2012","48.7","48.7"
,,"2013","43.4","44.5"
,,"2014","35.2","36.7"
,,"2015","31.8","32.8"
,,"2016","33.2","34.9"
,,"2017","37.6","38.1"
,,"2018","..","57.2"
,,"2019","..","43.4"
,"Retail trade  [44-45]","2010","109.2","117.4"
,,"2011","115.0","119.4"
,,"2012","123.5","123.5"
,,"2013","133.2","132.1"
,,"2014","139.9","132.3"
,,"2015","135.1","124.8"
,,"2016","142.5","130.3"
,,"2017","149.1","134.2"
,,"2018","..","139.9"
,,"2019","..","141.5"
,"Transportation and warehousing  [48-49]","2010","65.6","69.0"
,,"2011","76.9","77.9"
,,"2012","80.4","80.4"
,,"2013","72.8","74.7"
,,"2014","75.3","76.5"
,,"2015","78.2","75.3"
,,"2016","85.1","83.0"
,,"2017","89.7","84.9"
,,"2018","..","96.9"
,,"2019","..","101.3"
,"Information and cultural industries  [51]","2010","62.4","68.6"
,,"2011","72.5","70.4"
,,"2012","69.2","69.2"
,,"2013","81.6","72.1"
,,"2014","84.2","73.4"
,,"2015","73.9","74.4"
,,"2016","77.2","82.3"
,,"2017","104.7","99.7"
,,"2018","..","104.0"
,,"2019","..","108.5"
,"Finance and insurance  [52]","2010","58.9","58.1"
,,"2011","77.0","71.7"
,,"2012","72.6","72.6"
,,"2013","73.3","73.0"
,,"2014","75.7","73.2"
,,"2015","72.9","72.2"
,,"2016","74.3","75.4"
,,"2017","72.9","75.3"
,,"2018","..","77.6"
,,"2019","..","77.5"
,"Real estate and rental and leasing  [53]","2010","291.7","304.3"
,,"2011","312.3","318.4"
,,"2012","333.2","333.2"
,,"2013","347.0","346.8"
,,"2014","362.2","355.3"
,,"2015","379.2","363.9"
,,"2016","393.4","372.5"
,,"2017","407.3","381.5"
,,"2018","..","393.4"
,,"2019","..","403.4"
,"Professional, scientific and technical services  [54]","2010","66.6","80.7"
,,"2011","68.3","81.3"
,,"2012","83.6","83.6"
,,"2013","82.5","90.8"
,,"2014","85.3","96.5"
,,"2015","90.7","88.3"
,,"2016","82.9","82.9"
,,"2017","79.5","77.2"
,,"2018","..","88.0"
,,"2019","..","93.3"
,"Management of companies and enterprises  [55]","2010","8.2","7.7"
,,"2011","7.9","7.9"
,,"2012","7.9","7.9"
,,"2013","7.9","8.0"
,,"2014","7.4","7.3"
,,"2015","7.3","6.8"
,,"2016","6.1","5.9"
,,"2017","4.3","4.5"
,,"2018","..","3.9"
,,"2019","..","3.1"
,"Administrative and support, waste management and remediation services  [56]","2010","29.6","31.1"
,,"2011","31.7","31.9"
,,"2012","31.6","31.6"
,,"2013","31.9","30.9"
,,"2014","34.2","31.2"
,,"2015","34.4","30.0"
,,"2016","34.2","30.2"
,,"2017","33.6","28.7"
,,"2018","..","28.3"
,,"2019","..","28.8"
,"Educational services  [61]","2010","121.7","123.9"
,,"2011","125.3","124.3"
,,"2012","129.0","129.0"
,,"2013","131.9","127.9"
,,"2014","134.3","130.4"
,,"2015","137.6","131.3"
,,"2016","137.6","133.0"
,,"2017","148.6","137.0"
,,"2018","..","140.6"
,,"2019","..","146.6"
,"Health care and social assistance  [62]","2010","177.8","185.2"
,,"2011","180.0","187.2"
,,"2012","194.7","194.7"
,,"2013","215.0","204.4"
,,"2014","223.0","208.6"
,,"2015","226.9","210.2"
,,"2016","241.2","216.2"
,,"2017","248.5","219.2"
,,"2018","..","223.9"
,,"2019","..","230.3"
,"Arts, entertainment and recreation  [71]","2010","11.6","12.9"
,,"2011","11.0","11.3"
,,"2012","11.7","11.7"
,,"2013","11.5","11.5"
,,"2014","11.4","11.8"
,,"2015","13.8","11.2"
,,"2016","15.6","12.7"
,,"2017","16.4","13.2"
,,"2018","..","12.8"
,,"2019","..","12.8"
,"Accommodation and food services  [72]","2010","67.6","71.5"
,,"2011","76.0","76.8"
,,"2012","78.1","78.1"
,,"2013","81.4","77.8"
,,"2014","80.0","75.0"
,,"2015","81.3","74.8"
,,"2016","89.1","79.0"
,,"2017","96.5","81.9"
,,"2018","..","81.7"
,,"2019","..","86.9"
,"Other services (except public administration)  [81]","2010","38.3","41.8"
,,"2011","41.0","43.7"
,,"2012","40.9","40.9"
,,"2013","38.5","38.3"
,,"2014","38.5","38.0"
,,"2015","36.2","34.9"
,,"2016","40.4","38.5"
,,"2017","42.3","39.1"
,,"2018","..","39.8"
,,"2019","..","39.8"
,"Public administration  [91]","2010","504.1","550.9"
,,"2011","537.6","565.4"
,,"2012","564.0","564.0"
,,"2013","599.8","576.3"
,,"2014","619.7","580.4"
,,"2015","632.9","582.6"
,,"2016","650.3","595.8"
,,"2017","663.1","598.3"
,,"2018","..","609.3"
,,"2019","..","616.8"
"Northwest Territories","All industries  [T001] 10","2010","4,677.9","4,707.0"
,,"2011","4,585.0","4,273.9"
,,"2012","4,249.9","4,249.9"
,,"2013","4,353.1","4,367.3"
,,"2014","4,656.5","4,574.6"
,,"2015","4,597.5","4,621.3"
,,"2016","4,303.7","4,570.3"
,,"2017","4,476.6","4,736.6"
,,"2018","..","4,763.8"
,,"2019","..","4,376.4"
,"Goods-producing industries  [T002] 11","2010","2,263.9","2,156.9"
,,"2011","2,084.3","1,730.7"
,,"2012","1,656.6","1,656.6"
,,"2013","1,673.4","1,732.0"
,,"2014","1,897.5","1,930.0"
,,"2015","1,717.3","1,973.1"
,,"2016","1,387.4","1,934.3"
,,"2017","1,519.0","2,157.9"
,,"2018","..","2,132.7"
,,"2019","..","1,630.4"
,"Service-producing industries  [T003] 12","2010","2,414.0","2,519.3"
,,"2011","2,500.6","2,541.7"
,,"2012","2,593.2","2,593.2"
,,"2013","2,679.7","2,638.5"
,,"2014","2,759.0","2,660.2"
,,"2015","2,880.1","2,667.1"
,,"2016","2,916.4","2,649.2"
,,"2017","2,957.6","2,642.7"
,,"2018","..","2,681.7"
,,"2019","..","2,686.7"
,"Industrial production  [T010] 13","2010","1,918.1","1,769.0"
,,"2011","1,785.2","1,420.7"
,,"2012","1,322.8","1,322.8"
,,"2013","1,292.2","1,320.5"
,,"2014","1,481.0","1,494.1"
,,"2015","1,167.5","1,414.5"
,,"2016","905.9","1,471.9"
,,"2017","1,159.7","1,920.0"
,,"2018","..","1,885.0"
,,"2019","..","1,425.6"
,"Non-durable manufacturing industries  [T011] 14","2010","6.2","6.7"
,,"2011","11.6","12.0"
,,"2012","12.9","12.9"
,,"2013","12.5","11.5"
,,"2014","13.1","12.2"
,,"2015","14.1","9.3"
,,"2016","14.1","9.3"
,,"2017","10.1","7.3"
,,"2018","..","7.9"
,,"2019","..","6.4"
,"Durable manufacturing industries  [T012] 15","2010","2.1","1.5"
,,"2011","3.5","2.1"
,,"2012","1.8","1.8"
,,"2013","1.7","2.5"
,,"2014","1.9","2.8"
,,"2015","1.5","2.5"
,,"2016","2.6","3.5"
,,"2017","3.5","3.4"
,,"2018","..","3.4"
,,"2019","..","2.5"
,"Information and communication technology sector  [T013] 16","2010","75.8","77.5"
,,"2011","79.5","81.2"
,,"2012","84.2","84.2"
,,"2013","95.1","81.3"
,,"2014","91.7","77.0"
,,"2015","92.4","78.3"
,,"2016","107.5","82.9"
,,"2017","117.8","86.6"
,,"2018","..","91.9"
,,"2019","..","92.9"
,"Energy sector  [T016] 17","2010","494.2","546.0"
,,"2011","474.1","425.3"
,,"2012","497.2","497.2"
,,"2013","450.9","422.6"
,,"2014","487.0","411.7"
,,"2015","268.4","366.6"
,,"2016","218.5","327.2"
,,"2017","76.8","90.1"
,,"2018","..","128.2"
,,"2019","..","284.7"
,"Public sector  [T018] 18","2010","1,038.1","1,132.0"
,,"2011","1,077.6","1,124.5"
,,"2012","1,141.8","1,141.8"
,,"2013","1,172.9","1,141.9"
,,"2014","1,207.5","1,157.2"
,,"2015","1,276.1","1,185.2"
,,"2016","1,316.5","1,191.2"
,,"2017","1,363.9","1,213.6"
,,"2018","..","1,231.0"
,,"2019","..","1,256.8"
,"Cannabis sector  [T021] 19","2010","1.0","1.0"
,,"2011","1.0","1.0"
,,"2012","1.0","1.0"
,,"2013","1.1","1.1"
,,"2014","1.1","1.1"
,,"2015","1.0","1.1"
,,"2016","1.0","1.1"
,,"2017","0.9","1.1"
,,"2018","..","1.5"
,,"2019","..","2.2"
,"Agriculture, forestry, fishing and hunting  [11]","2010","15.8","14.4"
,,"2011","16.8","20.2"
,,"2012","17.3","17.3"
,,"2013","19.0","14.8"
,,"2014","19.7","15.2"
,,"2015","20.7","10.5"
,,"2016","21.2","9.5"
,,"2017","22.9","10.3"
,,"2018","..","10.3"
,,"2019","..","10.4"
,"Mining, quarrying, and oil and gas extraction  [21]","2010","1,832.5","1,679.6"
,,"2011","1,688.6","1,329.9"
,,"2012","1,231.9","1,231.9"
,,"2013","1,198.5","1,226.3"
,,"2014","1,375.1","1,403.1"
,,"2015","1,064.4","1,327.2"
,,"2016","818.0","1,382.4"
,,"2017","1,063.0","1,846.5"
,,"2018","..","1,804.1"
,,"2019","..","1,336.0"
,"Utilities  [22]","2010","65.0","74.6"
,,"2011","64.8","69.4"
,,"2012","66.9","66.9"
,,"2013","69.5","68.5"
,,"2014","81.3","68.0"
,,"2015","77.3","67.1"
,,"2016","63.2","70.7"
,,"2017","73.4","74.1"
,,"2018","..","76.0"
,,"2019","..","72.3"
,"Construction  [23]","2010","342.4","370.1"
,,"2011","299.1","289.3"
,,"2012","325.9","325.9"
,,"2013","372.1","415.6"
,,"2014","406.4","438.2"
,,"2015","539.2","565.7"
,,"2016","468.3","490.9"
,,"2017","346.1","362.0"
,,"2018","..","366.1"
,,"2019","..","287.6"
,"Manufacturing  [31-33]","2010","8.3","8.2"
,,"2011","15.1","14.1"
,,"2012","14.7","14.7"
,,"2013","14.2","13.9"
,,"2014","14.9","14.9"
,,"2015","15.7","11.5"
,,"2016","16.8","12.0"
,,"2017","13.6","9.9"
,,"2018","..","10.5"
,,"2019","..","8.3"
,"Wholesale trade  [41]","2010","91.5","91.9"
,,"2011","96.8","107.0"
,,"2012","117.4","117.4"
,,"2013","116.3","117.0"
,,"2014","119.0","116.0"
,,"2015","121.8","115.7"
,,"2016","125.5","116.8"
,,"2017","127.8","117.3"
,,"2018","..","123.1"
,,"2019","..","104.2"
,"Retail trade  [44-45]","2010","153.0","152.3"
,,"2011","157.0","157.5"
,,"2012","156.6","156.6"
,,"2013","173.4","172.7"
,,"2014","184.8","174.4"
,,"2015","193.4","178.5"
,,"2016","173.3","159.1"
,,"2017","180.0","161.0"
,,"2018","..","165.1"
,,"2019","..","160.6"
,"Transportation and warehousing  [48-49]","2010","246.3","232.0"
,,"2011","261.4","240.8"
,,"2012","251.0","251.0"
,,"2013","247.5","254.1"
,,"2014","279.8","270.2"
,,"2015","292.0","256.0"
,,"2016","285.3","253.3"
,,"2017","248.3","217.3"
,,"2018","..","223.2"
,,"2019","..","223.8"
,"Information and cultural industries  [51]","2010","84.7","91.9"
,,"2011","89.5","92.2"
,,"2012","92.8","92.8"
,,"2013","115.3","95.1"
,,"2014","109.5","89.2"
,,"2015","109.8","90.5"
,,"2016","124.6","95.2"
,,"2017","132.5","98.8"
,,"2018","..","104.5"
,,"2019","..","107.0"
,"Finance and insurance  [52]","2010","112.2","113.6"
,,"2011","114.5","112.5"
,,"2012","116.2","116.2"
,,"2013","120.4","117.3"
,,"2014","124.4","117.6"
,,"2015","127.8","120.5"
,,"2016","125.9","118.5"
,,"2017","131.4","122.4"
,,"2018","..","123.8"
,,"2019","..","119.6"
,"Real estate and rental and leasing  [53]","2010","340.5","366.7"
,,"2011","348.0","361.6"
,,"2012","366.8","366.8"
,,"2013","368.5","362.1"
,,"2014","372.0","364.7"
,,"2015","387.6","373.5"
,,"2016","402.8","382.9"
,,"2017","418.7","395.4"
,,"2018","..","402.3"
,,"2019","..","403.8"
,"Professional, scientific and technical services  [54]","2010","102.3","108.0"
,,"2011","105.9","105.1"
,,"2012","103.9","103.9"
,,"2013","97.8","96.7"
,,"2014","104.5","101.2"
,,"2015","104.5","88.6"
,,"2016","103.5","86.0"
,,"2017","94.4","77.9"
,,"2018","..","74.7"
,,"2019","..","76.2"
,"Management of companies and enterprises  [55]","2010","34.9","33.8"
,,"2011","34.4","34.5"
,,"2012","33.9","33.9"
,,"2013","37.9","37.2"
,,"2014","36.5","34.4"
,,"2015","35.2","33.3"
,,"2016","28.6","28.0"
,,"2017","20.8","22.4"
,,"2018","..","19.6"
,,"2019","..","16.2"
,"Administrative and support, waste management and remediation services  [56]","2010","67.9","61.8"
,,"2011","73.0","63.7"
,,"2012","67.5","67.5"
,,"2013","69.5","69.3"
,,"2014","67.9","65.2"
,,"2015","69.7","64.2"
,,"2016","62.1","56.6"
,,"2017","60.7","53.4"
,,"2018","..","50.9"
,,"2019","..","52.8"
,"Educational services  [61]","2010","186.9","211.1"
,,"2011","196.7","208.7"
,,"2012","212.2","212.2"
,,"2013","280.4","212.7"
,,"2014","279.1","213.0"
,,"2015","279.3","209.5"
,,"2016","286.0","208.5"
,,"2017","285.4","209.8"
,,"2018","..","214.7"
,,"2019","..","220.1"
,"Health care and social assistance  [62]","2010","260.9","274.5"
,,"2011","263.3","269.8"
,,"2012","268.8","268.8"
,,"2013","279.8","265.7"
,,"2014","290.1","276.8"
,,"2015","312.2","288.9"
,,"2016","345.7","298.8"
,,"2017","358.3","304.0"
,,"2018","..","309.6"
,,"2019","..","319.0"
,"Arts, entertainment and recreation  [71]","2010","12.1","11.5"
,,"2011","11.1","10.7"
,,"2012","11.3","11.3"
,,"2013","13.3","11.8"
,,"2014","11.6","9.0"
,,"2015","10.8","6.8"
,,"2016","10.3","6.4"
,,"2017","12.5","7.6"
,,"2018","..","7.4"
,,"2019","..","7.2"
,"Accommodation and food services  [72]","2010","81.8","83.7"
,,"2011","81.6","83.9"
,,"2012","82.8","82.8"
,,"2013","93.7","109.4"
,,"2014","83.5","99.2"
,,"2015","92.9","93.0"
,,"2016","99.0","94.4"
,,"2017","106.3","94.0"
,,"2018","..","93.8"
,,"2019","..","95.2"
,"Other services (except public administration)  [81]","2010","48.6","50.4"
,,"2011","49.9","50.4"
,,"2012","51.2","51.2"
,,"2013","53.0","53.3"
,,"2014","57.9","57.5"
,,"2015","58.3","57.6"
,,"2016","58.8","57.4"
,,"2017","60.3","58.2"
,,"2018","..","57.8"
,,"2019","..","56.3"
,"Public administration  [91]","2010","590.2","646.0"
,,"2011","617.6","645.6"
,,"2012","660.8","660.8"
,,"2013","612.7","664.2"
,,"2014","638.3","670.2"
,,"2015","684.6","692.2"
,,"2016","684.8","689.1"
,,"2017","720.2","706.0"
,,"2018","..","712.3"
,,"2019","..","722.8"
"Nunavut","All industries  [T001] 10","2010","1,890.4","2,004.3"
,,"2011","2,009.2","2,120.3"
,,"2012","2,173.1","2,173.1"
,,"2013","2,270.7","2,392.5"
,,"2014","2,350.9","2,362.6"
,,"2015","2,380.4","2,353.0"
,,"2016","2,536.3","2,479.2"
,,"2017","2,969.7","2,806.3"
,,"2018","..","2,946.0"
,,"2019","..","3,136.3"
,"Goods-producing industries  [T002] 11","2010","604.4","621.5"
,,"2011","629.4","689.1"
,,"2012","695.3","695.3"
,,"2013","732.3","898.3"
,,"2014","783.9","876.4"
,,"2015","751.2","837.1"
,,"2016","824.4","914.7"
,,"2017","1,168.4","1,209.2"
,,"2018","..","1,323.7"
,,"2019","..","1,470.0"
,"Service-producing industries  [T003] 12","2010","1,285.9","1,382.9"
,,"2011","1,379.8","1,430.6"
,,"2012","1,477.8","1,477.8"
,,"2013","1,538.4","1,498.2"
,,"2014","1,567.0","1,489.3"
,,"2015","1,629.2","1,513.4"
,,"2016","1,711.9","1,567.5"
,,"2017","1,801.3","1,626.8"
,,"2018","..","1,660.5"
,,"2019","..","1,714.0"
,"Industrial production  [T010] 13","2010","373.3","350.4"
,,"2011","422.7","453.8"
,,"2012","520.6","520.6"
,,"2013","489.4","569.4"
,,"2014","576.9","601.9"
,,"2015","536.1","569.9"
,,"2016","573.0","607.8"
,,"2017","805.3","764.4"
,,"2018","..","791.8"
,,"2019","..","925.1"
,"Non-durable manufacturing industries  [T011] 14","2010","3.3","5.1"
,,"2011","4.2","3.7"
,,"2012","10.4","10.4"
,,"2013","9.5","11.0"
,,"2014","10.8","11.0"
,,"2015","14.6","10.2"
,,"2016","13.1","8.8"
,,"2017","11.2","7.8"
,,"2018","..","9.5"
,,"2019","..","9.2"
,"Durable manufacturing industries  [T012] 15","2010","0.1","0.1"
,,"2011","0.0","0.0"
,,"2012","0.0","0.0"
,,"2013","0.0","0.0"
,,"2014","0.0","0.9"
,,"2015","0.0","0.7"
,,"2016","0.0","0.0"
,,"2017","0.0","0.0"
,,"2018","..","0.0"
,,"2019","..","0.0"
,"Information and communication technology sector  [T013] 16","2010","32.2","36.4"
,,"2011","44.7","43.3"
,,"2012","53.0","53.0"
,,"2013","49.7","54.0"
,,"2014","47.8","54.7"
,,"2015","45.4","54.6"
,,"2016","52.7","56.7"
,,"2017","63.8","64.3"
,,"2018","..","72.2"
,,"2019","..","75.0"
,"Energy sector  [T016] 17","2010","42.1","42.7"
,,"2011","44.2","44.5"
,,"2012","45.8","45.8"
,,"2013","44.2","45.2"
,,"2014","46.3","47.5"
,,"2015","47.2","50.7"
,,"2016","43.6","51.6"
,,"2017","44.8","51.6"
,,"2018","..","52.6"
,,"2019","..","52.1"
,"Public sector  [T018] 18","2010","699.3","776.2"
,,"2011","738.8","787.6"
,,"2012","795.3","795.3"
,,"2013","840.6","809.8"
,,"2014","877.5","828.5"
,,"2015","927.8","860.1"
,,"2016","963.6","880.8"
,,"2017","1,012.8","910.6"
,,"2018","..","937.6"
,,"2019","..","966.7"
,"Cannabis sector  [T021] 19","2010","0.8","0.8"
,,"2011","0.8","0.8"
,,"2012","0.8","0.8"
,,"2013","0.9","0.9"
,,"2014","0.9","0.9"
,,"2015","0.9","0.9"
,,"2016","0.8","0.9"
,,"2017","0.7","0.9"
,,"2018","..","0.9"
,,"2019","..","0.8"
,"Agriculture, forestry, fishing and hunting  [11]","2010","2.7","3.3"
,,"2011","4.0","3.5"
,,"2012","5.9","5.9"
,,"2013","5.4","5.5"
,,"2014","3.7","3.3"
,,"2015","7.1","3.3"
,,"2016","7.3","3.2"
,,"2017","24.0","8.7"
,,"2018","..","8.8"
,,"2019","..","8.9"
,"Mining, quarrying, and oil and gas extraction  [21]","2010","310.5","283.9"
,,"2011","350.6","380.8"
,,"2012","439.2","439.2"
,,"2013","411.6","488.8"
,,"2014","494.7","518.0"
,,"2015","448.8","484.9"
,,"2016","492.0","526.2"
,,"2017","731.9","691.1"
,,"2018","..","715.1"
,,"2019","..","848.5"
,"Utilities  [22]","2010","56.1","58.0"
,,"2011","59.7","60.9"
,,"2012","61.6","61.6"
,,"2013","58.3","59.1"
,,"2014","61.2","61.8"
,,"2015","62.9","65.0"
,,"2016","59.9","66.1"
,,"2017","61.8","67.0"
,,"2018","..","68.2"
,,"2019","..","67.9"
,"Construction  [23]","2010","231.8","293.0"
,,"2011","210.8","248.3"
,,"2012","178.2","178.2"
,,"2013","247.5","336.1"
,,"2014","213.5","285.1"
,,"2015","217.8","276.7"
,,"2016","252.1","318.2"
,,"2017","339.5","443.4"
,,"2018","..","548.8"
,,"2019","..","549.3"
,"Manufacturing  [31-33]","2010","3.4","5.2"
,,"2011","4.2","3.7"
,,"2012","10.4","10.4"
,,"2013","9.5","11.0"
,,"2014","10.8","11.0"
,,"2015","14.6","10.2"
,,"2016","13.1","8.8"
,,"2017","11.2","7.8"
,,"2018","..","9.5"
,,"2019","..","9.2"
,"Wholesale trade  [41]","2010","18.1","25.2"
,,"2011","19.2","25.1"
,,"2012","42.0","42.0"
,,"2013","32.3","42.0"
,,"2014","24.7","24.3"
,,"2015","22.6","22.1"
,,"2016","27.0","26.9"
,,"2017","44.2","43.4"
,,"2018","..","36.8"
,,"2019","..","44.8"
,"Retail trade  [44-45]","2010","93.1","88.8"
,,"2011","98.6","91.8"
,,"2012","87.8","87.8"
,,"2013","94.6","89.5"
,,"2014","97.4","92.1"
,,"2015","100.2","89.0"
,,"2016","109.3","96.4"
,,"2017","105.0","94.5"
,,"2018","..","96.5"
,,"2019","..","96.8"
,"Transportation and warehousing  [48-49]","2010","43.8","50.0"
,,"2011","52.2","53.9"
,,"2012","52.7","52.7"
,,"2013","55.4","52.6"
,,"2014","60.0","56.3"
,,"2015","65.1","57.2"
,,"2016","69.5","61.3"
,,"2017","69.5","61.5"
,,"2018","..","63.4"
,,"2019","..","65.8"
,"Information and cultural industries  [51]","2010","33.8","38.6"
,,"2011","45.5","46.4"
,,"2012","51.3","51.3"
,,"2013","55.0","51.9"
,,"2014","53.5","51.6"
